epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
67,24239,0.90185,0.61754,1.04997,0.68489,0.57401,0.60752,0.39171,0.96512,0.62184,1.06875,0.003466,0.003466,0.003466
68,24598.9,0.90675,0.61392,1.04786,0.70429,0.57475,0.60767,0.39074,0.96479,0.61581,1.06971,0.003367,0.003367,0.003367
69,24962.3,0.90275,0.60212,1.04881,0.70823,0.58794,0.61652,0.392,0.96603,0.61669,1.07034,0.003268,0.003268,0.003268
70,25323.2,0.90176,0.60786,1.04743,0.68251,0.58468,0.61319,0.39247,0.9637,0.61168,1.07026,0.003169,0.003169,0.003169
71,25686.3,0.90559,0.60913,1.04413,0.68655,0.59063,0.61762,0.39568,0.96184,0.61134,1.06703,0.00307,0.00307,0.00307
72,26048.6,0.89798,0.60167,1.0457,0.68612,0.5773,0.61436,0.3931,0.96257,0.60888,1.06779,0.002971,0.002971,0.002971
73,26409.8,0.89084,0.59641,1.04059,0.67551,0.60106,0.61824,0.39512,0.96463,0.61199,1.06916,0.002872,0.002872,0.002872
74,26771.2,0.88608,0.59574,1.03968,0.69058,0.59067,0.61716,0.39631,0.96336,0.61092,1.06853,0.002773,0.002773,0.002773
75,27132.6,0.88219,0.58608,1.03708,0.71845,0.58625,0.62561,0.39808,0.96303,0.60798,1.0676,0.002674,0.002674,0.002674
76,354.698,0.8734,0.57504,1.0326,0.71644,0.59006,0.62408,0.39796,0.96061,0.60787,1.06555,0.002575,0.002575,0.002575
77,692.695,0.87911,0.57827,1.03523,0.70054,0.57955,0.62058,0.39927,0.96095,0.60379,1.06506,0.002476,0.002476,0.002476
78,1041.65,0.87815,0.57828,1.0311,0.71479,0.58279,0.62126,0.398,0.95864,0.60627,1.0651,0.002377,0.002377,0.002377
79,1390.89,0.87208,0.57314,1.03102,0.6952,0.58462,0.62237,0.39936,0.95935,0.6072,1.06776,0.002278,0.002278,0.002278
80,1743.29,0.86278,0.56714,1.02706,0.68988,0.59914,0.6237,0.40215,0.95792,0.6048,1.06495,0.002179,0.002179,0.002179
81,2096.89,0.85826,0.56139,1.02696,0.72409,0.59058,0.62843,0.40347,0.95805,0.60418,1.06483,0.00208,0.00208,0.00208
82,2452.12,0.86151,0.55656,1.02388,0.72221,0.58312,0.6274,0.3989,0.95827,0.60508,1.0647,0.001981,0.001981,0.001981
83,2862.64,0.85744,0.5589,1.02274,0.73764,0.57448,0.62607,0.40068,0.95847,0.60572,1.065,0.001882,0.001882,0.001882
84,3270.67,0.85538,0.55808,1.02627,0.73452,0.57926,0.62517,0.40178,0.95949,0.60431,1.06554,0.001783,0.001783,0.001783
85,3689.47,0.85561,0.55629,1.02619,0.69593,0.59755,0.62455,0.40055,0.95819,0.60305,1.06547,0.001684,0.001684,0.001684
86,4097.86,0.84448,0.54749,1.01703,0.6842,0.60785,0.62218,0.39611,0.95783,0.60442,1.06519,0.001585,0.001585,0.001585
87,4500.21,0.84816,0.54841,1.02062,0.70321,0.60863,0.62481,0.39896,0.95853,0.60498,1.06657,0.001486,0.001486,0.001486
88,4861.1,0.84223,0.54494,1.01919,0.71266,0.60128,0.62813,0.40205,0.96111,0.60485,1.06923,0.001387,0.001387,0.001387
89,5217.01,0.84041,0.54374,1.01917,0.70907,0.5919,0.62483,0.39952,0.9622,0.60502,1.07039,0.001288,0.001288,0.001288
90,5563.6,0.83466,0.53749,1.01438,0.73254,0.57699,0.62487,0.39976,0.96043,0.60243,1.0692,0.001189,0.001189,0.001189
91,5914.22,0.80403,0.47051,0.97793,0.7118,0.5824,0.62498,0.40064,0.95981,0.60599,1.07062,0.00109,0.00109,0.00109
92,6263.5,0.79347,0.46094,0.97495,0.72133,0.58663,0.62054,0.39656,0.96084,0.60914,1.07106,0.000991,0.000991,0.000991
93,6608.25,0.78731,0.45641,0.96933,0.69659,0.59755,0.62069,0.399,0.9617,0.60982,1.07051,0.000892,0.000892,0.000892
94,6954.54,0.78637,0.4537,0.96984,0.70497,0.59779,0.62355,0.39816,0.96154,0.6099,1.06936,0.000793,0.000793,0.000793
95,7304.14,0.78,0.45036,0.96623,0.71236,0.59371,0.62184,0.39752,0.96269,0.61064,1.07111,0.000694,0.000694,0.000694
96,7659.98,0.77507,0.44663,0.96593,0.70289,0.59251,0.61779,0.39681,0.96317,0.61038,1.07147,0.000595,0.000595,0.000595
97,8016.54,0.76812,0.43962,0.96083,0.70949,0.59383,0.61964,0.3979,0.96458,0.61044,1.07233,0.000496,0.000496,0.000496
98,8364.59,0.7658,0.43684,0.95756,0.71979,0.58621,0.61942,0.39715,0.96504,0.61211,1.07263,0.000397,0.000397,0.000397
99,8708.57,0.76864,0.43701,0.95892,0.71356,0.59412,0.62093,0.39882,0.96522,0.61323,1.07321,0.000298,0.000298,0.000298
100,9053.4,0.76252,0.43449,0.95652,0.72038,0.59006,0.62048,0.39905,0.96583,0.61402,1.07375,0.000199,0.000199,0.000199
