epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,28.461,1.40399,1.5156,1.58105,0.56814,0.66494,0.66873,0.37598,1.38636,0.9035,1.62795,0.00330667,0.00330667,0.07024
2,55.3278,1.29235,0.92635,1.39736,0.66436,0.70716,0.76626,0.40774,1.38757,0.79451,1.58044,0.00657426,0.00657426,0.0401743
3,82.03,1.31512,0.9405,1.38034,0.71142,0.77163,0.78086,0.42303,1.41761,0.83931,1.56867,0.00977586,0.00977586,0.0100425
4,108.788,1.33234,0.91291,1.38687,0.73352,0.77173,0.78102,0.42685,1.38869,0.81947,1.58333,0.009703,0.009703,0.009703
5,135.586,1.33484,0.87703,1.40327,0.75417,0.75715,0.78838,0.41635,1.48071,0.76765,1.65942,0.009604,0.009604,0.009604
6,162.461,1.3691,0.89057,1.41905,0.69603,0.80296,0.76017,0.4137,1.43356,0.84166,1.62457,0.009505,0.009505,0.009505
7,189.209,1.33136,0.87483,1.41176,0.74972,0.73302,0.78341,0.4343,1.43972,0.76695,1.62052,0.009406,0.009406,0.009406
8,216.174,1.34096,0.89966,1.40035,0.72143,0.76915,0.80098,0.43259,1.40303,0.79307,1.63753,0.009307,0.009307,0.009307
9,243.003,1.30881,0.83903,1.40839,0.67606,0.76823,0.76357,0.42341,1.4244,0.76153,1.66162,0.009208,0.009208,0.009208
10,269.792,1.30984,0.82199,1.40773,0.69393,0.78126,0.82037,0.45492,1.448,0.75555,1.64003,0.009109,0.009109,0.009109
11,296.688,1.31357,0.82004,1.40854,0.84028,0.74863,0.82623,0.45716,1.38643,0.69799,1.61728,0.00901,0.00901,0.00901
12,323.587,1.32019,0.831,1.40623,0.82444,0.73969,0.81146,0.44273,1.50815,0.76871,1.68002,0.008911,0.008911,0.008911
13,350.449,1.30452,0.807,1.38521,0.74715,0.73634,0.79053,0.44827,1.38452,0.7506,1.57847,0.008812,0.008812,0.008812
14,377.397,1.29466,0.79621,1.36027,0.82822,0.73107,0.81037,0.4598,1.37222,0.72373,1.56289,0.008713,0.008713,0.008713
15,404.333,1.29201,0.78508,1.3675,0.82575,0.80687,0.88128,0.48292,1.37805,0.69175,1.5738,0.008614,0.008614,0.008614
16,431.195,1.27599,0.78033,1.37267,0.78088,0.75895,0.80327,0.45724,1.36264,0.68855,1.57895,0.008515,0.008515,0.008515
17,458.147,1.27075,0.76423,1.3716,0.74048,0.85441,0.84341,0.47437,1.39507,0.72253,1.60252,0.008416,0.008416,0.008416
18,485.11,1.26707,0.7906,1.37958,0.77468,0.77128,0.81509,0.47127,1.37852,0.68222,1.60101,0.008317,0.008317,0.008317
19,512.018,1.25242,0.74878,1.36854,0.78091,0.80784,0.8168,0.45456,1.39195,0.68358,1.60577,0.008218,0.008218,0.008218
20,539.001,1.24918,0.74349,1.35724,0.78484,0.78878,0.82672,0.45882,1.40392,0.69547,1.61257,0.008119,0.008119,0.008119
21,565.948,1.25022,0.73982,1.3661,0.7815,0.80164,0.84688,0.45976,1.42292,0.6827,1.65668,0.00802,0.00802,0.00802
22,592.824,1.23659,0.72442,1.35251,0.85011,0.80474,0.86015,0.47869,1.39912,0.68325,1.59896,0.007921,0.007921,0.007921
