epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,34.3572,1.4079,1.90716,1.62694,0.66493,0.65331,0.69012,0.4183,1.1614,0.93833,1.43411,0.00331096,0.00331096,0.0702013
2,67.7028,1.22441,1.04448,1.43359,0.80633,0.70652,0.77838,0.46589,1.20797,0.93557,1.41872,0.00657852,0.00657852,0.0401356
3,100.729,1.25994,1.02608,1.425,0.70259,0.78402,0.7848,0.4751,1.25447,0.93719,1.47246,0.00978007,0.00978007,0.0100038
4,133.878,1.29302,1.03962,1.44848,0.70661,0.66007,0.72138,0.41967,1.3796,1.06273,1.5615,0.009703,0.009703,0.009703
5,166.884,1.30519,1.0228,1.47671,0.75094,0.76033,0.81887,0.47654,1.32179,1.01545,1.55373,0.009604,0.009604,0.009604
6,199.943,1.27222,0.96473,1.44763,0.8362,0.82222,0.85802,0.52571,1.24641,0.77839,1.44579,0.009505,0.009505,0.009505
7,233.167,1.25414,0.94244,1.43503,0.75125,0.84836,0.84592,0.50765,1.26169,0.81122,1.48909,0.009406,0.009406,0.009406
8,266.235,1.26801,0.93256,1.43126,0.78889,0.79577,0.83391,0.51416,1.2766,0.8518,1.48111,0.009307,0.009307,0.009307
9,299.452,1.27522,0.93974,1.43669,0.81789,0.81905,0.85027,0.48915,1.33011,0.87184,1.53808,0.009208,0.009208,0.009208
10,332.468,1.26306,0.91923,1.44562,0.79024,0.83847,0.85353,0.5277,1.23025,0.75335,1.46816,0.009109,0.009109,0.009109
11,365.643,1.24224,0.89495,1.41115,0.79364,0.85217,0.86965,0.51826,1.25232,0.75382,1.4585,0.00901,0.00901,0.00901
12,398.679,1.24446,0.88167,1.40571,0.82123,0.83383,0.87721,0.53178,1.25183,0.74342,1.47482,0.008911,0.008911,0.008911
13,431.69,1.22568,0.86406,1.40653,0.83906,0.82694,0.88809,0.55484,1.20841,0.72917,1.41684,0.008812,0.008812,0.008812
14,464.948,1.21603,0.8592,1.38598,0.76264,0.80762,0.84245,0.51744,1.23824,0.77175,1.45388,0.008713,0.008713,0.008713
15,498.07,1.22556,0.85551,1.40578,0.8301,0.86996,0.89138,0.54672,1.21283,0.6977,1.43527,0.008614,0.008614,0.008614
16,531.265,1.20719,0.83752,1.38113,0.83702,0.82202,0.87453,0.54234,1.22575,0.73293,1.44506,0.008515,0.008515,0.008515
17,564.31,1.19564,0.82034,1.39509,0.83596,0.84658,0.89268,0.55949,1.21519,0.71307,1.43867,0.008416,0.008416,0.008416
18,597.494,1.18694,0.81879,1.38232,0.84317,0.8452,0.8812,0.55009,1.21742,0.70045,1.44797,0.008317,0.008317,0.008317
19,630.49,1.1902,0.80559,1.36811,0.80595,0.85121,0.8782,0.54085,1.22793,0.72131,1.46739,0.008218,0.008218,0.008218
20,663.657,1.17651,0.78968,1.37943,0.83684,0.83231,0.886,0.55124,1.20138,0.69358,1.43936,0.008119,0.008119,0.008119
21,696.724,1.19976,0.79227,1.37655,0.816,0.8796,0.8924,0.56295,1.17781,0.67199,1.41218,0.00802,0.00802,0.00802
22,729.765,1.16995,0.76341,1.36021,0.85718,0.87841,0.91314,0.57452,1.17695,0.64697,1.42636,0.007921,0.007921,0.007921
23,763.047,1.17046,0.75158,1.35783,0.83454,0.86895,0.89399,0.56155,1.19201,0.67536,1.43394,0.007822,0.007822,0.007822
24,796.096,1.17789,0.76661,1.36472,0.83092,0.85966,0.88825,0.56395,1.18876,0.67342,1.39772,0.007723,0.007723,0.007723
