epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
43,14053.2,0.96789,0.68546,1.08854,0.64447,0.56135,0.56678,0.36315,1.00022,0.66686,1.09488,0.005842,0.005842,0.005842
44,14375.8,0.96206,0.68263,1.08473,0.68178,0.53947,0.57156,0.36504,0.99245,0.65872,1.08858,0.005743,0.005743,0.005743
45,14699.3,0.96288,0.68027,1.08528,0.67831,0.54974,0.56494,0.36275,0.99515,0.6596,1.09192,0.005644,0.005644,0.005644
46,15022.3,0.95935,0.67882,1.08217,0.656,0.55142,0.58,0.36889,0.99522,0.65361,1.09426,0.005545,0.005545,0.005545
47,15349.5,0.95151,0.67396,1.08049,0.70977,0.5234,0.57323,0.36806,0.99863,0.65578,1.0936,0.005446,0.005446,0.005446
48,15672.5,0.95342,0.67433,1.07994,0.63635,0.56306,0.56601,0.3623,0.9928,0.65074,1.09005,0.005347,0.005347,0.005347
49,15999.5,0.94778,0.66504,1.07943,0.66756,0.55696,0.58378,0.37005,0.99386,0.64877,1.0929,0.005248,0.005248,0.005248
50,16324.9,0.94534,0.66501,1.0794,0.66069,0.55795,0.57823,0.36496,0.99177,0.65023,1.08929,0.005149,0.005149,0.005149
51,16650.6,0.94254,0.65545,1.07157,0.62939,0.58476,0.5784,0.36842,0.99123,0.64716,1.08855,0.00505,0.00505,0.00505
52,16976.2,0.93254,0.6477,1.06844,0.68195,0.55239,0.58205,0.36941,0.99175,0.64909,1.09014,0.004951,0.004951,0.004951
53,17303.3,0.94054,0.64974,1.07373,0.69915,0.53274,0.56945,0.36674,0.98701,0.64506,1.08692,0.004852,0.004852,0.004852
54,17626.9,0.93258,0.64467,1.06918,0.67954,0.5507,0.58101,0.3705,0.98505,0.64037,1.0854,0.004753,0.004753,0.004753
55,17951.3,0.92772,0.63895,1.06329,0.67642,0.54721,0.57843,0.37276,0.98931,0.63732,1.08779,0.004654,0.004654,0.004654
56,18277.5,0.92455,0.63521,1.06298,0.70023,0.54918,0.5875,0.37552,0.98489,0.63878,1.08556,0.004555,0.004555,0.004555
57,18602.8,0.9213,0.63254,1.06083,0.66596,0.59106,0.59862,0.3837,0.98276,0.63315,1.08269,0.004456,0.004456,0.004456
